Node,Centrality
431093,0.1861357762858853
742011,0.210932031609816
1143118,0.12291497935367907
787760,0.19347840689130086
309232,0.2134069530836748
885689,0.1269143008720033
323426,0.20380471479634057
1048835,0.18203201927578816
544699,0.1947863885405657
1087344,0.22704959308133232
95527,0.26708216321469413
164633,0.2200613594955972
532839,0.1731156388286781
115983,0.2077111379748654
90066,0.21700042429166333
221731,0.22261905252303058
837549,0.1840147083478857
845262,0.157241833189585
206741,0.18816516050731635
297781,0.210932031609816
135230,0.2548647434136846
283813,0.1940829521553267
689129,0.19682250579382465
215713,0.19861519294071817
1157563,0.08571410229298208
1104887,0.18382305778018507
853041,0.17508944705972923
427393,0.1804747315434214
93579,0.25581800566866997
361585,0.21181980527843125
204214,0.22703596661464667
631832,0.17114422233733487
405802,0.21051509828399503
758967,0.20556138690527404
51879,0.213923825867447
104321,0.26189669599427323
705540,0.2231215457013347
543466,0.1823251639922224
349813,0.2055377093542931
1102505,0.16998119988808602
309328,0.2304945943223324
434952,0.18754007305358983
1096764,0.21409336175865754
807711,0.1742663972311198
289849,0.18644928223148555
809842,0.20098081145040345
832588,0.2048056619235533
805284,0.17704805351336694
709671,0.19405776339462966
986827,0.14870286968266455
689158,0.2170039097030121
205400,0.21961018572324514
167574,0.22258975461345223
24291,0.25134282239752237
567163,0.16967938075770225
284244,0.18834993962254631
29608,0.20256108661895159
720068,0.2121843099128744
690899,0.20255732665286882
36836,0.20660821357987472
541111,0.17281596360490073
740460,0.210932031609816
1116679,0.19589278800652948
269109,0.21420933828887945
927263,0.17636732624137832
12747,0.2345694526804403
1109623,0.17415552397090106
880574,0.18411208737013557
285024,0.1981829646915177
805892,0.182160344067934
308509,0.21224720708657074
34249,0.22255775840649533
882965,0.1581879836182064
928698,0.15991715058665742
249376,0.19448982984331326
843589,0.17389488948779958
323326,0.2111125248662792
908745,0.18953127254557212
692819,0.20721848167945553
526853,0.18127297380485102
925246,0.2025527714963421
104590,0.22939966401284925
559407,0.1585128614691152
154676,0.2107546254951129
110680,0.22272298910532748
693976,0.20525886669384427
759125,0.18691601560827267
761899,0.1800114171710255
1025475,0.18839752811547855
1061996,0.19714581375072807
826004,0.20641183315636563
724136,0.20160292667259752
499417,0.1931177338727092
914296,0.18377150255912678
57948,0.2579578694278208
810660,0.18392297621991754
193828,0.21454407005520654
679976,0.22501936644607323
889365,0.15305697486140582
215012,0.2534515210365238
277383,0.20409382112511115
1041018,0.19289449933457636
668745,0.22031593094332202
259876,0.18757860270850327
554951,0.16922494700206206
991087,0.15885746376260818
379695,0.18179081951467835
254204,0.20301333454020318
1002808,0.1321159856653523
371404,0.20820423255476903
283833,0.18571582862725397
1126667,0.18394870327792992
38393,0.2582916896819106
314967,0.1830055842319222
423067,0.18801070192005037
79180,0.25329556368015754
593050,0.15512210670683743
823615,0.2073803184321026
591863,0.1529014712985299
132339,0.22088400781558215
795651,0.18556245065150237
5327,0.21123178040764834
273464,0.2209011194650828
457040,0.19152518574697233
884901,0.1588862649479698
898093,0.21701088086161172
440217,0.18740452374366828
277335,0.22866028235758712
1018403,0.22560813302440882
1063939,0.21245640473627556
102526,0.21249300202403
1023580,0.1461197109147551
453912,0.2148677260397633
1022875,0.19532106092255289
281655,0.18492443102067738
414813,0.1828412998178497
799840,0.17838142086603456
912545,0.19921101212778344
626811,0.14956795015987545
853090,0.17138196909507208
806081,0.194085839822306
681129,0.2111568321219002
156211,0.22486287471812613
332413,0.2048522789382596
408627,0.2065397424061012
164982,0.20811428003479057
578482,0.20626949755469492
420286,0.2124160032462586
263554,0.20226631722559713
1136461,0.15353897301738462
862727,0.18291305686960505
267321,0.20992112112911984
1144034,0.1596680661616629
103339,0.22875910137055222
869217,0.17621807714696922
927980,0.20370557841708695
889660,0.20960769422283163
680132,0.22501767106733248
91234,0.21008545853553337
306497,0.19558172988021127
833678,0.179357943228528
45566,0.22901710571959066
484355,0.18490171390512164
22243,0.2241777747577211
1025438,0.18440622213325084
1053823,0.20156783607575288
525326,0.17826841555400325
493555,0.18344234538217527
604583,0.17320914371217547
824690,0.17685288265668672
486782,0.17539630692070246
431098,0.19214775321751984
758,0.2398415580617047
1009358,0.15329990393166937
325248,0.20104610889899394
397550,0.17231607407673963
949458,0.16651224263456055
342029,0.17104040414696747
937427,0.19205794049412286
1118981,0.18915150834331407
1138796,0.18772281859223228
801856,0.17111950089134084
521544,0.17679420045843247
170947,0.21173077077351976
619253,0.1496913682021271
15986,0.24000853541138314
74792,0.2004779791821677
1002556,0.13756964007777384
1015584,0.20876812551300358
784475,0.20566245008346906
4110,0.2556299845683496
784690,0.20566245008346906
1073126,0.15537315108402197
896281,0.22500897149938043
657482,0.19329646999311048
349160,0.21187888677092998
487526,0.17208509750446138
734658,0.20491242071280386
953536,0.15503793473097877
1058424,0.19764216825086117
16807,0.2511711029813717
508046,0.1790190594286257
276009,0.21646562323210397
138922,0.21828940158041596
148971,0.20838352929727486
161606,0.20531739022043655
775505,0.20339755529863027
174894,0.20830894411910197
346178,0.18771729161135908
194556,0.21270316310230636
445675,0.18462389654063946
519828,0.17159341657914798
879035,0.15309496566425296
258100,0.18311684707457151
1063633,0.20542962885462596
856587,0.17398283671577805
609442,0.1468784563492772
5564,0.2746072127859945
975717,0.18960704732236133
313870,0.20272090567768725
948878,0.1832879617612611
343938,0.19065593737137865
340402,0.21811785281851204
277095,0.21730116195689742
237080,0.20998112945372369
227911,0.18925806251496702
567040,0.17826712745241413
1134009,0.15083539749944944
817816,0.18197872067831627
178780,0.2294281847847753
226834,0.18411459634564106
281991,0.2056526486031014
1047767,0.1795750506459084
103153,0.21513993994449415
1067585,0.1569932533331821
457274,0.17311806830763055
232209,0.17070800360402097
1147447,0.19744136200891443
217073,0.21558479057260932
349297,0.19417569914366128
956523,0.1686922869167154
604133,0.14962428764951533
38021,0.21279828424681166
166724,0.22186804578474975
974914,0.1531922791638798
52324,0.2516580008018364
189156,0.20799794584230089
210053,0.2054953193184493
182813,0.20264094654541065
84819,0.2039623608607011
102158,0.21339587791659373
961036,0.16071857718850366
634162,0.13294536043840882
131677,0.21300453227887967
206254,0.18860435743605936
717144,0.22204393926083638
456327,0.18662459775176765
266491,0.21536068472799183
221461,0.21903239970085162
106032,0.22597420336800203
310381,0.193449252871937
1131401,0.1865983929265222
496430,0.17868300109739413
957908,0.22207144238061954
492367,0.17868277603520977
947443,0.17762820767660553
1018827,0.15848707268369436
625969,0.16292217659476574
559281,0.17350206823991612
388966,0.20742474086277757
844371,0.1753702605994263
287921,0.20501029125869843
227125,0.19177831030332157
1091169,0.19638852044414104
173478,0.21977179066461422
71180,0.2576474284725757
857296,0.20352482079993975
209786,0.21115058555830604
1117855,0.12895441600718308
394155,0.17213192206742317
504888,0.17462909614525884
145269,0.1896605029051812
618863,0.14731477314486274
622057,0.16270873019866888
465425,0.17898780461262778
787934,0.1815952567480037
204685,0.1940943373638214
814592,0.18514529454113818
810008,0.1859950849884008
867848,0.22560804332575202
1073678,0.21880322402898741
1148221,0.14985817540456092
295004,0.20373428511982095
463670,0.17983100253784584
1100494,0.1896760984740862
865573,0.15529484755191014
503053,0.18628145037986257
757145,0.18229438394855807
939488,0.18049407730673317
912180,0.180342751482769
1149946,0.22739985412926392
274043,0.21647090823291726
155431,0.25346606874091426
76423,0.23153883724716445
457107,0.17388367254946363
596923,0.1596018928526376
830254,0.17452218916826276
755215,0.21069358758646475
235130,0.2235960439922437
869736,0.14357997471986197
1032630,0.21150005665401395
934350,0.17479146570741175
705476,0.21185855648794882
472907,0.19072053029190322
235149,0.21979332758393294
765382,0.2044004241138285
845089,0.1595712610905843
405671,0.1846329974853292
912565,0.18900389369447987
909103,0.18089417643896263
244196,0.20583190612276508
15508,0.26966456862161314
120104,0.25330641847500873
815036,0.18240838948498422
591166,0.1619012864778946
20567,0.26119845429040284
23345,0.25406880050111297
1030014,0.19534674684871436
1068013,0.18025140780588758
251192,0.21875400566194594
1118738,0.19170176193684
384873,0.17525359436267546
785395,0.20566245008346906
121996,0.22218756931804454
633528,0.13635255015020672
393768,0.18690370240571064
43788,0.22258499606858798
686544,0.2154762795321562
206574,0.21283739433043247
600643,0.15237150167470645
715317,0.2170510982520992
101146,0.2263966849889703
561177,0.16359734280397523
422208,0.20038997761416194
469614,0.1821712506613383
976756,0.14503134708705762
664341,0.21927222323979637
4276,0.22828027594241707
225771,0.21526575022140398
362139,0.21110384627904705
471421,0.16198886977661478
253910,0.18793006661820302
854081,0.20927517139653298
1049954,0.19534674684871436
494658,0.18529592612777884
669573,0.1890130853150282
557520,0.1649466930258368
397614,0.17642262621514224
556830,0.1741488162016285
818782,0.19030120164744857
458476,0.1897060605731355
1058875,0.1472145069375298
1116202,0.1274368076191982
521558,0.17333549196583964
225418,0.22714302383553797
823542,0.1797150722849879
865041,0.16867990088677826
156163,0.22486287471812613
303815,0.21430455712700325
813513,0.18410647229178037
948748,0.16314563473021698
668688,0.22031593094332202
228689,0.19000811171225773
624487,0.17998395369376677
828187,0.189827432495948
369277,0.20403071079386675
3343,0.20536542969092828
78164,0.20668892568979386
878792,0.15473468314259112
131311,0.21653728173149078
776592,0.1896760984740862
183975,0.21578695884226484
1135220,0.1847372868374913
1062586,0.158951957359173
707554,0.2123656819420243
981262,0.16431830192640426
1076849,0.2082062569989829
171791,0.25229892365643797
1100710,0.18252864371652444
130027,0.18580488644246418
473162,0.1814003462448134
255981,0.1923783922509524
997239,0.14160775332735903
467752,0.1791292299941221
261214,0.20751709577841515
13166,0.26634728464654606
379285,0.18283791227336152
847147,0.20391068880401061
746572,0.210932031609816
1077311,0.17446643790624103
210033,0.20332114123225736
804376,0.18803428291373286
892025,0.1725605796291394
777025,0.1966900158528594
865344,0.1521464942689457
1027089,0.15567852847316416
848671,0.1746673416000878
873897,0.18853899716682068
1059411,0.19335387116977074
184849,0.21669236679467088
1085034,0.18407855132392997
242048,0.20189709321584323
903755,0.18655017564553908
523173,0.2019450545402845
628268,0.13101080973753718
158375,0.2101275849146595
878405,0.16172972248882922
501670,0.17663587039417777
178855,0.18374255263929493
747108,0.22035840966052553
486353,0.17804079493969552
386997,0.1967674619161373
631956,0.12825675467824127
288075,0.20300102422691974
588035,0.15387855963716363
1024154,0.1356464814522645
484615,0.18840494057691418
589451,0.1750806954114035
662209,0.21756919425001356
1070347,0.22813590912910298
425169,0.17891689356651244
575726,0.17136465662185332
1072201,0.19721673041068363
891889,0.22611850445935355
1038740,0.1875547639107357
1047981,0.1254378180394572
610819,0.14854299752177252
44392,0.22827279154644298
492319,0.19014082855226183
8855,0.2332752999987667
482455,0.17544484255338488
869760,0.15317625495340828
583023,0.17105311349376318
262707,0.1964165955199829
959561,0.15705058658249962
724666,0.2082098476195159
82445,0.23323972689169753
1044559,0.18263321378672856
250312,0.2112071716965875
462823,0.1759312167228823
288674,0.20952990921205725
726151,0.20449194727447736
597081,0.1548944894751525
943882,0.17877233927661165
863624,0.1839755410179949
121650,0.22217251944591215
851652,0.17765139727488974
929580,0.19289449933457636
970182,0.1521234081442641
481836,0.17819737375757982
245889,0.20568261500187307
999734,0.13431340026148111
446989,0.18623263272383087
1094542,0.22598248275296284
239808,0.21727133353703318
991351,0.1783147435779595
802062,0.1935002451811169
234787,0.21919180038191388
520072,0.17697298566721675
1143424,0.13099671587392242
1057480,0.23449205087177588
795931,0.18749530183335472
956095,0.16824436511560334
798784,0.21106768663556075
337087,0.21550803154510634
360623,0.20808962921035373
438823,0.17634764924238458
748912,0.20513480030207473
1141906,0.22802855558413168
149289,0.18910791819807685
688186,0.21291857366249198
5263,0.21934808398586914
296287,0.21616916863301439
162383,0.20795922207947679
706041,0.1967465171593612
366493,0.17867987841022645
691857,0.25289340581127895
95764,0.2231255375934491
65613,0.22875601198355294
306161,0.17953099071251508
568103,0.15371251350364448
704106,0.21926459768835802
158973,0.1931783828758104
748706,0.1921704635757328
697369,0.20594493237903452
766675,0.1988114641522761
1125947,0.17346981979537732
195148,0.20980318536417722
27345,0.21662072967288026
313692,0.20328173591997475
